epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.6147,1.9262,3.81478,2.04712,0.00324,0.33333,0.00404,0.00162,2.73139,4.39342,2.63865,1.111e-05,1.111e-05,1.111e-05
2,15.1672,1.9484,3.64143,2.08138,0.00327,0.33333,0.00364,0.00146,2.96914,4.32982,2.98188,1.68317e-05,1.68317e-05,1.68317e-05
